id,bident1,userdata,language,int1a,int3a,d1,age,age2,recage,recage2,recage3,recage4,recage5,recage6,hispanic,race,racethn,nativity,racethn2,vaxq1,vaxq2,vaxq3,vaxq4,vaxq5,vaxq6,vaxq7,coverage,agecov,covtype,agecovtype,covselfother,covself,covselfot,child,marital,employ,recemploy,selfemploy,rgender,gendervar,lgbt,party,partylean,party3,party5,ideology,educ,receduc,receduc2,receduc3,income,recincome,recincome2,ce14,ce17,trp2,cell,hhcell,landline,hhadults,int,loi,devicetype,devicecategory,bssrs_match_code,cstate,cregion,density,complete_date,weight,recincome3,Division,changesex,cdc2013,cdc2013USR,state,USR,USR_NEW
00002040,WEB,SSRS Probability Panel,English, , , ,29, ,18-64,18-29,25-34,18-39,18-29,18-49,No,Black or African-American,"Black, non-Hispanic", ,"Black, non-Hispanic",Not too worried,Yes,"No, did not receive a booster","Yes, makes me more likely to get a booster shot",Have not recommended this, , ,Covered by health insurance,Insured Less than 65,Plan through your spouse's employer,Spouse's employer, , , ,Yes,Married,Employed full-time,Employed,"No, not self-employed",Man,Male,No,Independent,Democratic,Democrat/Indep lean Dem,Independent lean Dem,Liberal,"Four-year college or university degree/Bachelor's degree (e.g., BS, BA, AB, BSN)",College +,College +,College +,"$30,000 to less than $40,000",Less than $40K,Less than $40K,A few times a week,Yes,Purple, , , ,2, ,346,iPhone/iPod,Smartphone or equivalent (<7 inch),1952286,Georgia,South,2,20211219,1.2565,Less than $50K,South Atlantic,sex = rgender,Large fringe metro,"Suburban (CDC=2,3)",GEORGIA,Suburban,Suburban
00002041,WEB,SSRS Probability Panel,English, , , ,33, ,18-64,30-49,25-34,18-39,30-44,18-49,Yes,White,Hispanic,U.S.,"Hispanic, born in US",Somewhat worried,Yes,"No, did not receive a booster","Yes, makes me more likely to get a booster shot",Have recommended this, , ,Covered by health insurance,Insured Less than 65,Plan through your employer,Employer, , , ,Yes,Married,Employed full-time,Employed,"No, not self-employed",Man,Male,No,Independent,Democratic,Democrat/Indep lean Dem,Independent lean Dem,Moderate,"Four-year college or university degree/Bachelor's degree (e.g., BS, BA, AB, BSN)",College +,College +,College +,"$50,000 to less than $75,000",$40K-$89.9K,$40K+,A few times a month,No,Purple, , , ,2, ,178,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent,91715503,Colorado,West,2,20211217,.7867,$50K-$99.9K,Mountain,sex = rgender,Medium metro,"Suburban (CDC=2,3)",COLORADO,Urban,Suburban
00002045,WEB,SSRS Probability Panel,English, , , ,67, ,65+,65+,65+,60-69,65+,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Somewhat worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance, ,Medicare, , , , ,No,Married,Retired,Retired, ,Man,Male,No,Republican, ,Republican/Indep lean Rep,Republican,Conservative,"Some college, no degree (includes some community college)",Some college,Some college,Less than college,"$75,000 to less than $90,000",$40K-$89.9K,$40K+,"Basically, every day",No,Purple, , , ,2, ,624,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent,81808797,Utah,West,4,20211216,.3387,$50K-$99.9K,Mountain,sex = rgender,Large central metro,Urban (CDC=1),UTAH,Suburban,Suburban
00002049,WEB,SSRS Probability Panel,English, , , ,36, ,18-64,30-49,35-44,18-39,30-44,18-49,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Not too worried,Yes,"Yes, received a booster", ,Not sure, , ,Covered by health insurance,Insured Less than 65,Plan through your employer,Employer, , , ,Yes,Never been married,Employed full-time,Employed,"No, not self-employed",Woman,Female,No,Independent,Republican,Republican/Indep lean Rep,Independent lean Rep,Conservative,Two-year associate degree from a college or university (including associate degree in nursing),Some college,Some college,Less than college,"$50,000 to less than $75,000",$40K-$89.9K,$40K+,A few times a month,Yes,Purple, , , ,1, ,182,iPhone/iPod,Smartphone or equivalent (<7 inch),91864837,Colorado,West,2,20211217,1.2824,$50K-$99.9K,Mountain,sex = rgender,Medium metro,"Suburban (CDC=2,3)",COLORADO,Suburban,Suburban
00002050,WEB,SSRS Probability Panel,English, , , ,75, ,65+,65+,65+,75+,65+,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Not too worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance, ,Medicare, , , , ,No,Widowed,Retired,Retired, ,Man,Male,No,Republican, ,Republican/Indep lean Rep,Republican,Moderate,"Vocational, business, technical, or training courses after high school that did not count toward an associate degree fro",High school graduate,High school or less,Less than college,"$100,000 or more",$90K+,$40K+,A few times a week,No,Purple, , , ,1, ,451,iPhone/iPod,Smartphone or equivalent (<7 inch),61926009,New Jersey,Northeast,Highest,20211216,.271,$100K+,Mid Atlantic,sex = rgender,Large fringe metro,"Suburban (CDC=2,3)",NEW JERSEY,Suburban,Suburban
00002052,WEB,SSRS Probability Panel,English, , , ,57, ,18-64,50-64,55-64,40-59,45-64,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Very worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance,Insured Less than 65,Medicare,Medicare, , , ,No,Married,On disability and can't work,On disability and can't work, ,Woman,Female,No,Republican, ,Republican/Indep lean Rep,Republican,Conservative,High school graduate (Grade 12 with diploma or GED certificate),High school graduate,High school or less,Less than college,"$20,000 to less than $30,000",Less than $40K,Less than $40K,A few times a month,No,Purple, , , ,2, ,654,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent,91947428,New Hampshire,Northeast,3,20211216,.3817,Less than $50K,New England,sex = rgender,Medium metro,"Suburban (CDC=2,3)",NEW HAMPSHIRE,Urban,Urban
00002053,WEB,SSRS Probability Panel,English, , , ,68, ,65+,65+,65+,60-69,65+,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Somewhat worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance, ,Medicare, , , , ,No,Divorced,Retired,Retired, ,Man,Male,No,Democrat, ,Democrat/Indep lean Dem,Democrat,Liberal,"Some college, no degree (includes some community college)",Some college,Some college,Less than college,"Less than $20,000",Less than $40K,Less than $40K,A few times a week,No,Purple, , , ,1, ,329,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent,81987791,Iowa,North Central,2,20211217,.3202,Less than $50K,West North Central,sex = rgender,Small metro,Rural (CDC=4-6),IOWA,Urban,Urban
00002054,WEB,SSRS Probability Panel,English, , , ,73, ,65+,65+,65+,70-74,65+,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Not too worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance, ,Medicare, , , , ,No,Married,Retired,Retired, ,Man,Male,No,Democrat, ,Democrat/Indep lean Dem,Democrat,Liberal,"Four-year college or university degree/Bachelor's degree (e.g., BS, BA, AB, BSN)",College +,College +,College +,"$90,000 to less than $100,000",$90K+,$40K+,A few times a month,Yes,Purple, , , ,2, ,378,iPhone/iPod,Smartphone or equivalent (<7 inch),91935049,New York,Northeast,2,20211216,.2324,$50K-$99.9K,Mid Atlantic,sex = rgender,Medium metro,"Suburban (CDC=2,3)",REFUSED,Suburban,Suburban
00002056,WEB,SSRS Probability Panel,English, , , ,69, ,65+,65+,65+,60-69,65+,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Not too worried,Yes,"No, did not receive a booster","No, does not make me more likely",Not sure, , ,Covered by health insurance, ,Plan through your employer, , , , ,No,Separated,Employed full-time,Employed,"No, not self-employed",Man,Male,No,Republican, ,Republican/Indep lean Rep,Republican,Conservative,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MD, MS, MSN, MA, PhD)",College +,College +,College +,"$100,000 or more",$90K+,$40K+,A few times a week,No,Purple, , , ,2, ,209,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent,94523294,Florida,South,4,20211219,.2324,$100K+,South Atlantic,sex = rgender,Large central metro,Urban (CDC=1),FLORIDA,Suburban,Suburban
00002057,WEB,SSRS Probability Panel,English, , , ,60, ,18-64,50-64,55-64,60-69,45-64,50+,Yes,White,Hispanic,U.S.,"Hispanic, born in US",Somewhat worried,Yes,"No, did not receive a booster","Yes, makes me more likely to get a booster shot",Have recommended this, , ,Covered by health insurance,Insured Less than 65,Medicare,Medicare, , , ,No,Never been married,On disability and can't work,On disability and can't work, ,Man,Male,Yes,Republican, ,Republican/Indep lean Rep,Republican,Moderate,"Four-year college or university degree/Bachelor's degree (e.g., BS, BA, AB, BSN)",College +,College +,College +,"$50,000 to less than $75,000",$40K-$89.9K,$40K+,"Basically, every day",Yes,Purple, , , ,3, ,190,Android smart phones,Smartphone or equivalent (<7 inch),72036427,Connecticut,Northeast,4,20211216,.3679,$50K-$99.9K,New England,sex = rgender,Medium metro,"Suburban (CDC=2,3)",CONNECTICUT,Urban,Urban
00002061,WEB,SSRS Probability Panel,English, , , ,73, ,65+,65+,65+,70-74,65+,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Not too worried,Yes,"No, did not receive a booster","No, does not make me more likely",Have recommended this, , ,Covered by health insurance, ,Medicaid/STATE-SPECIFIC MEDICAID NAME, , , , ,No,Divorced,Retired,Retired, ,Woman,Female,No,Independent,Republican,Republican/Indep lean Rep,Independent lean Rep,Conservative,High school graduate (Grade 12 with diploma or GED certificate),High school graduate,High school or less,Less than college,"Less than $20,000",Less than $40K,Less than $40K,A few times a month,Yes,Purple, , , ,6, ,361,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent,72148297,New York,Northeast,3,20211216,.2939,Less than $50K,Mid Atlantic,sex = rgender,Medium metro,"Suburban (CDC=2,3)",NEW YORK,Suburban,Suburban
00002063,WEB,SSRS Probability Panel,English, , , ,26, ,18-64,18-29,25-34,18-39,18-29,18-49,No,Black or African-American,"Black, non-Hispanic", ,"Black, non-Hispanic",Somewhat worried,Yes,"No, did not receive a booster","Yes, makes me more likely to get a booster shot",Not sure, , ,Covered by health insurance,Insured Less than 65,Plan through your parents/mother/father (VOL.),Plan through parents/mother/father (VOL.), , , ,No,Never been married,Employed full-time,Employed,"No, not self-employed",Woman,Female,No,Or what/Other,Democratic,Democrat/Indep lean Dem,Independent lean Dem,Liberal,"Some postgraduate or professional school, no postgraduate degree",College +,College +,College +,"$50,000 to less than $75,000",$40K-$89.9K,$40K+,A few times a month,No,Purple, , , ,6, ,186,iPhone/iPod,Smartphone or equivalent (<7 inch),92270420,Pennsylvania,Northeast,Highest,20211219,.574,$50K-$99.9K,Mid Atlantic,sex = rgender,Large central metro,Urban (CDC=1),PENNSYLVANIA,Urban,Urban
00002065,WEB,SSRS Probability Panel,English, , , ,71, ,65+,65+,65+,70-74,65+,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Very worried,No, , ,Have recommended this,"No, does not make me more likely",Don't know,Covered by health insurance, ,Medicare, , , , ,No,Widowed,Retired,Retired, ,Woman,Female,No,Republican, ,Republican/Indep lean Rep,Republican,Moderate,High school graduate (Grade 12 with diploma or GED certificate),High school graduate,High school or less,Less than college,"$75,000 to less than $90,000",$40K-$89.9K,$40K+,A few times a week,No,Purple, , , ,1, ,421,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent,92211496,New Mexico,West,3,20211216,.2802,$50K-$99.9K,Mountain,sex = rgender,Medium metro,"Suburban (CDC=2,3)",REFUSED,Urban,Urban
00002066,WEB,SSRS Probability Panel,English, , , ,32, ,18-64,30-49,25-34,18-39,30-44,18-49,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Somewhat worried,Yes,"No, did not receive a booster","Yes, makes me more likely to get a booster shot",Have not recommended this, , ,Covered by health insurance,Insured Less than 65,Plan through your employer,Employer, , , ,No,Married,Employed full-time,Employed,"No, not self-employed",Man,Male,No,Independent,Democratic,Democrat/Indep lean Dem,Independent lean Dem,Liberal,Two-year associate degree from a college or university (including associate degree in nursing),Some college,Some college,Less than college,"$50,000 to less than $75,000",$40K-$89.9K,$40K+,Less than once a month,No,Purple, , , ,3, ,178,Android smart phones,Smartphone or equivalent (<7 inch),92242443,North Carolina,South,3,20211217,1.3316,$50K-$99.9K,South Atlantic,sex = rgender,Medium metro,"Suburban (CDC=2,3)",NORTH CAROLINA,Urban,Urban
00002075,WEB,SSRS Probability Panel,English, , , ,60, ,18-64,50-64,55-64,60-69,45-64,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Not too worried,Yes,"No, did not receive a booster","Yes, makes me more likely to get a booster shot",Have recommended this, , ,Covered by health insurance,Insured Less than 65,Plan through your employer,Employer, , , ,No,Married,Employed full-time,Employed,"No, not self-employed",Woman,Female,No,Republican, ,Republican/Indep lean Rep,Republican,Moderate,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MD, MS, MSN, MA, PhD)",College +,College +,College +,"$100,000 or more",$90K+,$40K+,Once a month,Yes,Purple, , , ,2, ,661,iPhone/iPod,Smartphone or equivalent (<7 inch),92416123,Maryland,South,4,20211218,.3679,$100K+,South Atlantic,sex = rgender,Large fringe metro,"Suburban (CDC=2,3)",REFUSED,Suburban,Suburban
00002078,WEB,SSRS Probability Panel,English, , , ,64, ,18-64,50-64,55-64,60-69,45-64,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Somewhat worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance,Insured Less than 65,Somewhere else (please specify),Somewhere else,"Yes, purchased plan yourself", , ,No,Widowed,Retired,Retired, ,Woman,Female,No,Republican, ,Republican/Indep lean Rep,Republican,Moderate,Two-year associate degree from a college or university (including associate degree in nursing),Some college,Some college,Less than college,"$30,000 to less than $40,000",Less than $40K,Less than $40K,"Basically, every day",Yes,Purple, , , ,1, ,302,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent,82342752,Nevada,West,Lowest,20211216,.3717,Less than $50K,Mountain,sex = rgender,Micropolitan,Rural (CDC=4-6),NEVADA,Suburban,Rural
00002079,WEB,SSRS Probability Panel,English, , , ,31, ,18-64,30-49,25-34,18-39,30-44,18-49,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Very worried,Yes,"No, did not receive a booster","Yes, makes me more likely to get a booster shot",Have recommended this, , ,Covered by health insurance,Insured Less than 65,Medicaid/STATE-SPECIFIC MEDICAID NAME,Medicaid, , , ,Yes,Married,Unemployed and not seeking employment,Unemployed, ,Woman,Female,No,Democrat, ,Democrat/Indep lean Dem,Democrat,Moderate,High school incomplete (Grades 9-11 or Grade 12 with no diploma),Less than high school,High school or less,Less than college,"Less than $20,000",Less than $40K,Less than $40K,A few times a month,Yes,Purple, , , ,2, ,436,iPhone/iPod,Smartphone or equivalent (<7 inch),91406729,Illinois,North Central,Highest,20211216,1.104,Less than $50K,East North Central,sex = rgender,Large central metro,Urban (CDC=1),ILLINOIS,Suburban,Suburban
00002083,WEB,SSRS Probability Panel,English, , , ,73, ,65+,65+,65+,70-74,65+,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Very worried,Yes,"Yes, received a booster", ,Have recommended this, , ,Covered by health insurance, ,Plan you purchased yourself, , , , ,No,Married,Retired,Retired, ,Man,Male,No,Democrat, ,Democrat/Indep lean Dem,Democrat,Liberal,"Some postgraduate or professional school, no postgraduate degree",College +,College +,College +,"$100,000 or more",$90K+,$40K+,"Basically, every day",No,Purple, , , ,2, ,353,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent,82534857,Pennsylvania,Northeast, ,20211217,.2324,$100K+,Mid Atlantic,sex = rgender,Large central metro,Urban (CDC=1),PENNSYLVANIA,Urban,Urban
00002084,WEB,SSRS Probability Panel,English, , , ,63, ,18-64,50-64,55-64,60-69,45-64,50+,No,White,"White, non-Hispanic", ,"White, non-Hispanic",Not too worried,Yes,"No, did not receive a booster","Yes, makes me more likely to get a booster shot",Have recommended this, , ,Covered by health insurance,Insured Less than 65,Plan through your employer,Employer, , , ,No,Married,Employed full-time,Employed,"No, not self-employed",Man,Male,No,Republican, ,Republican/Indep lean Rep,Republican,Conservative,"Post-graduate or professional degree, including master's, doctorate, medical, or law degree (e.g., MD, MS, MSN, MA, PhD)",College +,College +,College +,"$100,000 or more",$90K+,$40K+,A few times a week,Yes,Purple, , , ,6, ,177,PC/laptop/Large screen device (e.g. TV etc),PC or equivalent,82522982,Virginia,South,4,20211217,.3648,$100K+,South Atlantic,sex = rgender,Large central metro,Urban (CDC=1),VIRGINIA,Urban,Urban
